name_1,name_2,prediction,token_set_ratio,label,error
albertsons inc,walter boss inc,0.0006589697,0.55,0.0,False
konstantinos n plataniotis,kostas n plataniotis,0.9275925,0.87,1.0,False
south carolina nurses association,south carolina bankers association,0.09021741,0.9,0.0,False
described,decribed,0.99231243,0.94,1.0,False
predictable,predicatble,0.99762625,0.91,1.0,False
joseph r pitts,joseph pitts,0.9982068,1.0,1.0,False
local 36 international association of firefighters,international association of firefighters local 55,0.0021460576,0.97,0.0,False
improving,inproving,0.99987096,0.89,1.0,False
terex corporation,zeller corporation,0.042026993,0.8,0.0,False
potomac electric power co,potomac electric power,0.58332545,1.0,1.0,False
rendezvous,rendezous,0.9935301,0.95,1.0,False
roberto j bayardo,roberto j bayardo jr,0.8352865,1.0,1.0,False
abbreviated,abreviated,0.99784285,0.95,1.0,False
suburban,suburburban,0.96071184,0.84,1.0,False
americas watch,architects hawa,0.22483161,0.48,0.0,False
scm corporation,h c s corporation,0.0030537816,0.85,0.0,False
north carolina sheriffs association,north carolina forestry association,0.10630014,0.85,0.0,False
respectively,repsectively,0.9985417,0.92,1.0,False
csf holdings inc,cs holdings inc,0.45516038,0.97,1.0,True
harassment,harrasment,0.9977925,0.9,1.0,False
texas municipal league,tx municipal league,0.39485353,0.93,1.0,True
targeting,targetting,0.99722826,0.95,1.0,False
alleges,alledges,0.99986917,0.93,1.0,False
jeff duncan,joe wilson,0.1200073,0.1,0.0,False
kansas bankers association,alaska miners association,0.0017704926,0.67,0.0,False
representatives,representives,0.956369,0.93,1.0,False
should,shoudl,0.99717975,0.83,1.0,False
mike doyle,michael doyle,0.99921054,0.78,1.0,False
moisture,mosture,0.9992567,0.93,1.0,False
decidedly,decidely,0.99935985,0.94,1.0,False
preferably,preferrably,0.9981672,0.95,1.0,False
3com corporation,marco corporation,0.0086185215,0.85,0.0,False
worrell enterprises inc,ellwood enterprises inc,2.2616292e-05,0.83,0.0,False
coty inc,oty inc,0.04765981,0.93,0.0,False
receiver,reciever,0.99704164,0.88,1.0,False
bmc industries inc,myco industries inc,0.0005120514,0.92,0.0,False
dennis ross,ross spano,0.004111897,0.57,0.0,False
typical,typcial,0.9998831,0.86,1.0,False
national association of social workers,national association of social workers ohio,0.67790014,1.0,1.0,False
joe wilson,arik bjorn,0.22777046,0.3,0.0,False
agilent technologies inc,health technologies inc,0.004873019,0.85,0.0,False
approximately,approxamately,0.99799705,0.92,1.0,False
consciously,conciously,0.99983376,0.95,1.0,False
distinguishing,distingishing,0.9832161,0.96,1.0,False
pacific telesis group,pacific telesis group wash,0.61459506,1.0,1.0,False
impax laboratories inc,inx laboratories,0.066587225,0.86,0.0,False
initial,intial,0.99952924,0.92,1.0,False
national stone association,national stone assoc,0.79353386,0.87,1.0,False
harvard college,gerald cole,0.1530343,0.62,0.0,False
millennia,millenia,0.9917074,0.94,1.0,False
apartments,appartments,0.9680049,0.95,1.0,False
suffered,sufferred,0.99888134,0.94,1.0,False
compatible,compatiable,0.9998084,0.95,1.0,False
norm dicks,denny heck,0.0010643657,0.3,0.0,False
mcb financial group inc,lee financial group inc,0.2727436,0.9,0.0,False
todd rokita,jim baird,0.045380913,0.2,0.0,False
processing,proccessing,0.9908151,0.95,1.0,False
which,whcih,0.99987775,0.8,1.0,False
european,europian,0.999832,0.88,1.0,False
natso inc,stratton inc,0.0016128969,0.67,0.0,False
ramos investment co,farmers investment co,0.117030375,0.85,0.0,False
disappointing,disapointing,0.993909,0.96,1.0,False
landmarks holding co,old american holdings,0.093398266,0.59,0.0,False
volcano,volcanoe,0.7534952,0.93,1.0,False
mpeg la llc,alm llc,9.3298564e-05,0.67,0.0,False
national association of social workers louisiana chapter,national association of social workers maine chapter,0.53157896,0.94,0.0,True
communication,communciation,0.9898107,0.92,1.0,False
clearword communications group,neuworld communications group,0.0049062204,0.88,0.0,False
government finance officers association,lowden schoolhouse corp,0.031004256,0.19,0.0,False
clear,claer,0.9999219,0.8,1.0,False
safari club international,afl cio international,0.00020785614,0.76,0.0,False
murdering,mudering,0.9901176,0.94,1.0,False
csf holdings inc,ems holdings inc,0.027798561,0.88,0.0,False
nsilco broadcasting corporation,sc coatings corporation,0.0074576642,0.78,0.0,False
daniel kroening,daniel kroning,0.9775142,0.97,1.0,False
young americas foundation,americas foundation,7.027228e-06,1.0,0.0,False
florida school administrators association,florida association of school administrators,0.4912597,1.0,1.0,True
renovated,rennovated,0.9997163,0.95,1.0,False
arizona interstate stream commission,rochester reg joint board for the future,0.12571532,0.32,0.0,False
osage nation,ogan sean,0.01608559,0.48,0.0,False
publicly,publically,0.99644566,0.89,1.0,False
sanyo electronics inc,visionary electronics inc,0.028142905,0.83,0.0,False
dreyfus corporation,for you incorporated,0.05153548,0.51,0.0,False
withheld,witheld,0.99971086,0.93,1.0,False
care net,c s watergardens,0.07344868,0.42,0.0,False
usually,ususally,0.99677885,0.93,1.0,False
enterprise moakler co inc,enterprise inc,0.031237733,1.0,0.0,False
national alliance for partnerships in equity,ireland realty management,0.04586619,0.12,0.0,False
centennial,cententenial,0.9965809,0.91,1.0,False
with,witn,0.99934244,0.75,1.0,False
genformatic llc,refco inc,0.022249475,0.33,0.0,False
touche ross and company,the don carlos company,0.109659344,0.71,0.0,False
holmes group inc,solo group inc,0.0073921257,0.8,0.0,False
information,infomation,0.9934388,0.95,1.0,False
national club association,national beer association,0.06987819,0.89,0.0,False
day enterprises,sayre enterprises,0.07659996,0.88,0.0,False
discuss,descuss,0.99888444,0.86,1.0,False
national home builders association,spokane home builders association,0.026354715,0.86,0.0,False
simpler,simplier,0.99831486,0.93,1.0,False
ellsworth international inc,power international inc,0.005570353,0.85,0.0,False
surprised,suprised,0.9998867,0.94,1.0,False
aforementioned,aforememtioned,0.990378,0.93,1.0,False
with,wiht,0.9996002,0.75,1.0,False
alabama farm bureau federation,alabamas farmer federation,0.5224674,0.82,1.0,False
idaho retailers association,georgia retailers association,0.023391975,0.88,0.0,False
rohr industries inc,drury industries inc,9.807528e-05,0.87,0.0,False
massachusette,massachusetts pace,0.44176346,0.84,0.0,False
petra kralj,petra kralj novak,0.99807465,1.0,1.0,False
usually,usally,0.99924093,0.92,1.0,False
jens c huhn,jens christian huhn,0.99929136,0.9,1.0,False
michael e davies,mike e davies,0.94125634,0.83,1.0,False
mops international,emerson international,0.17188174,0.84,0.0,False
prominent,prominant,0.99945277,0.89,1.0,False
dimitrios a karras,dimitris a karras,0.7976866,0.97,1.0,False
omega communications inc,cline communications,1.5506987e-05,0.82,0.0,False
knows,knwos,0.99998844,0.8,1.0,False
time warner,american water,0.00063777907,0.56,0.0,False
american coatings association,american acists association,0.099325314,0.86,0.0,False
and,anbd,0.7078658,0.86,1.0,False
american board of professional liability attorneys,mcdonaldss homemade good,0.00057376537,0.22,0.0,False
calpine,aphelion inc llc,0.037349645,0.35,0.0,False
hd vest financial services,dsl financial services,0.2680978,0.9,0.0,False
marex international inc,jasper international inc,0.08315677,0.85,0.0,False
mark amodei,joe heck,0.4786555,0.21,0.0,False
know,konw,0.9999923,0.75,1.0,False
temple university,appletree university,0.018899603,0.76,0.0,False
minnesota public interest research group,arizona public interest research group,0.00206554,0.88,0.0,False
accordingly,acordingly,0.9962018,0.95,1.0,False
receding,receeding,0.999213,0.94,1.0,False
maine med center,dem inc,7.387181e-05,0.35,0.0,False
bill flores,kevin brady,0.032900754,0.18,0.0,False
sander levin,sandy levin,0.99762845,0.87,1.0,False
latitude,lattitude,0.9995301,0.94,1.0,False
mississippi,missisipi,0.99595696,0.9,1.0,False
jose ramon rios viqueira,jose ramon rios viqueira,0.43179423,1.0,1.0,True
potatoes,potatos,0.99840933,0.93,1.0,False
kevin brady,lamar smith,0.106970616,0.27,0.0,False
survivors for justice,savannah grande reception conf center,0.0027765806,0.24,0.0,False
pleasant,plesant,0.9987628,0.93,1.0,False
verispan llc,purvis agencyllc,0.07901269,0.5,0.0,False
equivalent,equivilant,0.99915844,0.8,1.0,False
austin towing association,washington trucking association,0.015841763,0.61,0.0,False
clairol inc,blairco inc,0.31259248,0.82,0.0,False
concerning,conserning,0.9968516,0.9,1.0,False
texas medical association,texas medical assocation,0.09685441,0.98,1.0,True
wrote,wroet,0.9989442,0.8,1.0,False
afscme international,cavel international,0.10105195,0.82,0.0,False
equivalent,equivilent,0.9993666,0.9,1.0,False
emile j c kelkboom,emile kelkboom,0.9934154,1.0,1.0,False
stb enterprises inc,mestre enterprises inc,0.0004895733,0.88,0.0,False
spread,spreaded,0.9959486,0.86,1.0,False
cigdem demir,cigdem gunduz demir,0.99876213,1.0,1.0,False
block communities inc,best communication inc,0.017377105,0.7,0.0,False
amberson holdings llc,maret holdings llc,0.00071236765,0.8,0.0,False
michael pascoe,michael pascoe chalke,0.99331903,1.0,1.0,False
nebraska press association,kansas press association,0.014980401,0.84,0.0,False
eugene w myers,gene myers,0.9847315,0.83,1.0,False
chinese chamber of commerce,alice chamber of commerce,0.051085357,0.86,0.0,False
susan a davis,susan davis,0.99845254,1.0,1.0,False
environment,enviorment,0.9993929,0.86,1.0,False
intuitive,intutive,0.9998709,0.94,1.0,False
sheraton international inc,smith brandon international inc,0.1250148,0.79,0.0,False
parents acting for choice in education,parents for choice in education,0.20530838,1.0,1.0,True
allegiance,allegience,0.9991505,0.9,1.0,False
arizona retailers association,mi retailers association,0.007263459,0.93,0.0,False
armco incorporated,ampac inc,0.008560382,0.52,0.0,False
disappear,dissappear,0.9899608,0.95,1.0,False
caterpillar,caterpilar,0.98819685,0.95,1.0,False
university of florida,university of idaho,0.3166808,0.85,0.0,False
make,mkea,0.91942775,0.75,1.0,False
will,iwll,0.99991155,0.75,1.0,False
descendants,descendands,0.91809386,0.91,1.0,False
washington education association,mathews education association,0.0025489414,0.84,0.0,False
homart development co,roth development corp,0.017350135,0.76,0.0,False
strengthened,strenghened,0.99914706,0.96,1.0,False
veterans coalition,invesco international,0.011518209,0.46,0.0,False
shield,sheild,0.9991967,0.83,1.0,False
intuit inc,trinityug inc,0.009198382,0.7,0.0,False
medtronic inc,chronimed inc,0.00447791,0.62,0.0,False
constantinos e goutis,costas e goutis,0.9511866,0.83,1.0,False
unnecessary,unnecesary,0.99866617,0.95,1.0,False
agilent technologies inc,figtree technologies inc,0.010347584,0.8,0.0,False
software associates inc,t n associates,0.11954137,0.83,0.0,False
milieu,mileau,0.9998959,0.83,1.0,False
questionable,questonable,0.99907404,0.96,1.0,False
corning incorporated,rangi incorporated,0.0051117814,0.84,0.0,False
marex international inc,crm international inc,0.0024681543,0.89,0.0,False
armco incorporated,akm incorporated,0.19329563,0.88,0.0,False
target corporation,ventura corporation,0.004640383,0.76,0.0,False
playboy enterprises inc,polaris enterprises inc,0.041422382,0.83,0.0,False
televents inc,select investment,0.16890103,0.47,0.0,False
electronic arts,luce ristorante,0.010101671,0.2,0.0,False
allegiance,allegence,0.9988366,0.84,1.0,False
laziness,lazyness,0.9980008,0.88,1.0,False
walt disney company,watson medical,0.030745508,0.42,0.0,False
university of notre dame center for civil rights,lofton mcdougald funeral home,0.025698692,0.31,0.0,False
mortgage,mortage,0.9997812,0.93,1.0,False
movement,movment,0.9998435,0.93,1.0,False
emeco inc,emb associates inc,0.05604824,0.5,0.0,False
american farm bureau federation,california farm bureau federation,0.013608995,0.83,0.0,False
republics,republis,0.9604509,0.94,1.0,False
kiran k rachuri,kiran rachuri,0.99912935,1.0,1.0,False
claudio meneses,claudio meneses villegas,0.96873236,1.0,1.0,False
shining,shineing,0.9950265,0.93,1.0,False
jeff landry,jeff landry,0.99862874,1.0,1.0,False
algorithms,algoritms,0.9998854,0.95,1.0,False
coty inc,intec co,0.07470453,0.75,0.0,False
system,sytem,0.9999878,0.91,1.0,False
receivership,recivership,0.99865174,0.96,1.0,False
imation enterprises corp,marin enterprises,0.05409577,0.79,0.0,False
western federal savings and loan association,porter lehman chason,0.003282797,0.38,0.0,False
landmark communications inc,lmc communications inc,0.001036736,0.9,0.0,False
louisiana press association,south carolina publishers association,0.049783997,0.66,0.0,False
receives,recieves,0.99729717,0.88,1.0,False
lacy clay,william lacy clay jr,0.9371239,1.0,1.0,False
general electric co,heritage electrical co,0.3775218,0.68,0.0,False
incomplete,imcomplete,0.99973935,0.9,1.0,False
trinity united methodist church,clifton united methodist church,0.007309255,0.85,0.0,False
comark inc,marco inc,0.006597302,0.74,0.0,False
phe inc,hop kee inc,0.0037601746,0.67,0.0,False
juergen gall,jurgen gall,0.9965326,0.96,1.0,False
latino police officers association,warren police officers association,0.023790147,0.89,0.0,False
stb enterprises inc,rm enterprises inc,0.033627313,0.91,0.0,False
warnaco inc,abornacy inc,7.507153e-05,0.78,0.0,False
computerized,computarized,0.9992647,0.92,1.0,False
hydrophobic,hydropobic,0.9997654,0.95,1.0,False
imagine,imagin,0.9606963,0.92,1.0,False
identical,indentical,0.9759447,0.95,1.0,False
renosparks indian colony,indian colony reno sparks,0.30353636,0.98,1.0,True
sang sig kim,sangsig kim,0.9979383,0.96,1.0,False
forerunner,forunner,0.99599075,0.89,1.0,False
laura mayfield,laura mayfield tomokiyo,0.97289044,1.0,1.0,False
seattle times co,steve thomas electric,0.50549626,0.49,0.0,True
novartis seeds inc,n s advisors inc,0.0092899045,0.53,0.0,False
excellent,exellent,0.9995821,0.94,1.0,False
apotex inc,tax inc,0.008642593,0.71,0.0,False
bennie g thompson,bennie thompson,0.99749684,1.0,1.0,False
kjetil molokken,kjetil molokken ostvold,0.99252903,1.0,1.0,False
helpful,helpfull,0.99742097,0.93,1.0,False
dba international,bdm international,0.28113118,0.88,0.0,False
stylus,stilus,0.99996775,0.83,1.0,False
developed,developped,0.9996833,0.95,1.0,False
episcopal missionary church,slavic missionary church,0.05415223,0.83,0.0,False
residents,recidents,0.9615331,0.89,1.0,False
commissioned,commisioned,0.9989029,0.96,1.0,False
american committee for protection of foreign born,vanden branden james,0.0026927579,0.17,0.0,False
natso inc,nosa inc,0.022601223,0.71,0.0,False
shopkeepers,shopkeeepers,0.994165,0.96,1.0,False
heartbeat international inc,reachnet international,0.09457057,0.74,0.0,False
preferring,prefering,0.9993262,0.95,1.0,False
reaching,reacing,0.99921536,0.93,1.0,False
blessing,blessure,0.99703765,0.62,1.0,False
exceedingly,exeedingly,0.99941546,0.95,1.0,False
secretary,secretery,0.99899256,0.89,1.0,False
really,realyl,0.98302037,0.83,1.0,False
privileges,priveledges,0.9985754,0.86,1.0,False
prolific,profilic,0.99841887,0.75,1.0,False
palestinians,palistinians,0.9958555,0.92,1.0,False
retrieve,retreive,0.9982944,0.88,1.0,False
possibly,possably,0.99969834,0.88,1.0,False
morissette,morisette,0.9993132,0.95,1.0,False
proclaiming,proclaming,0.9993924,0.95,1.0,False
paul d ezhilchelvan,paul devadoss ezhilchelvan,0.9663226,0.94,1.0,False
unchallengeable,unchallengable,0.9970682,0.97,1.0,False
amnesty international,main international,0.005648472,0.84,0.0,False
